name	dist_sep	flux	flux_err	eflux	eflux_err	index	index_err	gal_pref	gal_pref_err	iso_norm	iso_norm_err	flux_ul	eflux_ul	TS
GZ587732052706852991	0.0	1.08e-11	1.04e-11	1.46e-07	1.51e-07	1.68	0.48	1.01	0.06	1.05	0.08	2.79e-11	3.76e-07	4.25
UN587739608081825915	0.0	7.96e-12	2e-11	1.31e-07	1.66e-07	1.61	1.16	1.26	0.1	0.92	0.11	2.44e-11	4.02e-07	4.24
UN587731521742242020	0.442	4.4e-11	2.13e-10	9.12e-08	2.16e-07	2.92	4.62	1.02	0.03	0.98	0.05	8.49e-11	1.76e-07	4.24
GZ588018091081990347	0.0	8.85e-12	1.02e-11	1.31e-07	1.45e-07	1.65	0.6	0.9	0.03	0.96	0.07	2.38e-11	3.52e-07	4.24
UN587728677932236907	0.339	3.91e-11	2.06e-11	6.87e-08	4.14e-08	3.31	1.03	1.16	0.1	0.97	0.1	7.48e-11	1.31e-07	4.23
GZ587741709956874367	0.0	4.57e-11	2.41e-11	6.08e-08	3.22e-08	5.0	0.0	1.34	0.11	0.87	0.11	8.77e-11	1.17e-07	4.22
GZ587725503946621290	0.332	1.66e-11	1.66e-11	1.28e-07	1.01e-07	1.91	0.21	1.21	0.03	0.81	0.05	3.9e-11	2.99e-07	4.15
GZ587736803470672059	0.0	5.5e-11	1.89e-10	7.33e-08	2.72e-07	4.98	3.35	0.97	0.06	1.09	0.1	1.06e-10	1.41e-07	4.12
UN587733080279482448	0.0	4.48e-12	6.93e-12	1.68e-07	2.02e-07	1.31	0.25	1.37	0.05	0.75	0.05	1.38e-11	5.17e-07	4.12
RCS0047_00025	0.0	1.22e-11	1.3e-11	2.32e-07	2.86e-07	1.56	0.62	0.95	0.07	1.13	0.1	3.1e-11	5.86e-07	4.1
UN587733604799873167	0.438	3.89e-11	2.07e-11	5.17e-08	2.76e-08	5.0	0.01	1.0	0.08	1.09	0.09	7.5e-11	9.98e-08	4.1
RCS2329_13131	0.427	1.4e-11	1.71e-11	1.44e-07	1.42e-07	1.79	0.22	0.93	0.03	1.0	0.07	3.86e-11	3.98e-07	4.09
RCS2338_15143	0.0	4.84e-11	2.63e-11	6.43e-08	3.5e-08	5.0	0.01	1.0	0.08	0.87	0.1	9.42e-11	1.25e-07	4.08
GZ587736584441954596	0.39	4.07e-11	2.9e-11	1.33e-07	8.65e-08	2.39	0.59	1.05	0.03	0.95	0.09	8.23e-11	2.69e-07	4.08
GZ588018055664435211	0.0	1.15e-11	1.13e-11	1.95e-07	2.07e-07	1.6	0.5	1.07	0.03	0.73	0.06	2.91e-11	4.94e-07	4.02
RCS0047_01113	0.0	1.84e-11	1.45e-11	2.3e-07	2.1e-07	1.71	0.4	1.06	0.04	0.94	0.07	4.21e-11	5.27e-07	4.02
GZ587731172233576989	0.452	9.84e-12	1.32e-11	1.76e-07	1.91e-07	1.58	0.2	0.94	0.02	1.09	0.07	2.96e-11	5.29e-07	4.01
GZ587732772663001171	0.262	6e-11	3.36e-11	1.05e-07	6.54e-08	3.34	0.46	0.87	0.03	1.45	0.05	1.16e-10	2.01e-07	4.01
GZ587739302603194487	0.0	4.31e-11	2.36e-11	5.74e-08	3.15e-08	5.0	0.0	1.3	0.12	0.9	0.12	8.41e-11	1.12e-07	4.0
RCS2143_10720	0.0	8.82e-12	1.28e-11	1.73e-07	2.04e-07	1.55	0.68	1.0	0.03	1.04	0.08	2.64e-11	5.19e-07	3.99
GZ587731868561768557	0.0	3.43e-11	2e-11	7.27e-08	4.58e-08	2.88	0.83	1.42	0.11	0.72	0.11	6.78e-11	1.44e-07	3.99
GZ588848900469293080	0.221	5.9e-11	3.28e-11	1.66e-07	1.08e-07	2.52	0.44	0.99	0.02	0.83	0.08	1.16e-10	3.25e-07	3.98
RCS2143_11762	0.0	1.3e-11	1.63e-11	1.99e-07	1.98e-07	1.63	0.21	1.05	0.03	0.91	0.08	3.56e-11	5.47e-07	3.98
GZ587738067808813306	0.0	4.92e-11	2.63e-11	6.54e-08	3.5e-08	5.0	0.02	1.1	0.03	0.84	0.08	9.42e-11	1.25e-07	3.96
RCS0047_00944	0.0	2.16e-12	1.96e-11	3.13e-07	3.77e-06	0.66	2.23	1.03	0.01	0.97	0.01	7.37e-12	1.07e-06	3.96
GZ587731187279659107	0.249	4.3e-11	2.98e-11	1.2e-07	7.71e-08	2.53	0.68	0.98	0.07	1.08	0.11	8.72e-11	2.42e-07	3.96
GZ587741722826047526	0.0	2.32e-12	1.99e-11	3.43e-07	3.87e-06	0.64	2.07	0.95	0.01	1.09	0.01	7.28e-12	1.08e-06	3.91
RCS1514_07641	0.0	3.82e-11	2.64e-11	1.38e-07	1.02e-07	2.31	0.57	0.88	0.03	1.27	0.08	7.91e-11	2.86e-07	3.91
RCS2143_12236	0.0	5.62e-11	3.06e-11	7.47e-08	4.08e-08	5.0	0.01	1.03	0.03	0.9	0.08	1.09e-10	1.45e-07	3.89
UN587732483829530775	0.446	3.29e-11	1.92e-11	7.33e-08	4.72e-08	2.8	0.72	1.21	0.09	0.86	0.09	6.56e-11	1.46e-07	3.89
GT1237661957762842806	0.188	3.65e-11	2.04e-11	6.81e-08	4.61e-08	3.15	1.24	1.13	0.07	0.9	0.08	7.16e-11	1.34e-07	3.88
UN587725994651550004	0.419	3.53e-11	2.37e-11	9.98e-08	6.36e-08	2.51	0.61	0.94	0.04	1.19	0.07	7.13e-11	2.01e-07	3.88
RCS1040_06202	0.0	1.21e-11	1.07e-11	1.65e-07	1.73e-07	1.68	0.45	0.9	0.08	0.98	0.08	2.99e-11	4.1e-07	3.87
GT1237665129610936526	0.0	3.73e-12	4.59e-12	1.74e-07	2.2e-07	1.23	0.63	1.23	0.11	0.92	0.11	1.21e-11	5.64e-07	3.85
GT1237660963472932915	0.47	2.46e-11	2.08e-11	1.53e-07	1.28e-07	2.0	0.5	1.07	0.05	0.96	0.08	5.5e-11	3.42e-07	3.84
RCS0310_04634	0.0	4.3e-11	2.84e-11	1.17e-07	7.41e-08	2.55	0.53	0.96	0.04	0.95	0.08	8.85e-11	2.41e-07	3.84
RCS2338_14175	0.0	4.65e-11	2.61e-11	6.19e-08	3.48e-08	5.0	0.0	1.02	0.06	0.88	0.09	9.2e-11	1.22e-07	3.81
RCS1613_09292	0.0	2.31e-11	1.78e-11	9.18e-08	7.2e-08	2.24	0.6	1.04	0.07	1.13	0.08	4.93e-11	1.96e-07	3.8
GZ587735240106901615	0.0	4.05e-11	2.26e-11	5.39e-08	3.01e-08	5.0	0.07	0.97	0.12	0.99	0.11	8e-11	1.06e-07	3.79
RCS2329_13945	0.0	2.03e-11	1.74e-11	2.18e-07	2e-07	1.77	0.44	0.91	0.04	0.97	0.09	4.72e-11	5.07e-07	3.75
GZ587738574071267367	0.0	1.09e-11	1.24e-11	1.88e-07	1.93e-07	1.59	0.57	0.97	0.11	1.06	0.1	2.72e-11	4.71e-07	3.73
GZ588023668639596653	0.0	2.33e-11	2.05e-11	1.45e-07	1.36e-07	2.0	0.58	0.95	0.05	1.12	0.07	5.26e-11	3.27e-07	3.72
GZ587736586042474642	0.342	3.6e-11	2.24e-11	4.78e-08	2.99e-08	5.0	0.0	0.51	0.05	1.41	0.06	7.16e-11	9.52e-08	3.71
GZ587727223013376192	0.446	2.81e-11	2.23e-11	1.47e-07	1.2e-07	2.09	0.48	0.96	0.04	1.09	0.11	6.3e-11	3.3e-07	3.71
RCS2143_12618	0.0	3.8e-12	6.13e-12	3.34e-07	3.77e-07	0.96	0.94	1.04	0.03	0.87	0.09	1.22e-11	1.08e-06	3.7
RCS0133_02636	0.0	4.76e-11	2.72e-11	6.84e-08	4.21e-08	4.28	1.17	1.1	0.07	0.93	0.09	9.48e-11	1.36e-07	3.69
UN587739405699121275	0.0	2.37e-12	1.8e-11	3.51e-07	3.71e-06	0.64	2.28	1.27	0.01	0.87	0.01	8.21e-12	1.22e-06	3.69
UN587739294552424522	0.0	3.15e-12	6.7e-12	3e-07	3.69e-07	0.92	1.36	1.03	0.1	1.15	0.1	1.05e-11	1e-06	3.69
GZ588017712586162337	0.214	3.35e-11	2.25e-11	4.46e-08	3e-08	5.0	0.01	1.32	0.09	0.76	0.09	6.7e-11	8.91e-08	3.68
GZ587731887344910666	0.0	1.96e-12	1.71e-11	2.75e-07	3.25e-06	0.68	2.22	1.07	0.01	0.9	0.01	6.74e-12	9.46e-07	3.66
RCS0310_04764	0.322	3.58e-11	3.21e-11	1.41e-07	9.9e-08	2.25	0.28	0.96	0.03	0.96	0.06	7.79e-11	3.07e-07	3.65
GZ587736753011229034	0.0	7.33e-12	8.67e-12	2.45e-07	2.89e-07	1.36	0.65	1.03	0.03	1.1	0.09	1.96e-11	6.56e-07	3.64
RCS1613_09342	0.0	1.99e-11	1.77e-11	9.62e-08	8.95e-08	2.13	0.68	1.03	0.07	1.13	0.08	4.46e-11	2.16e-07	3.64
RCS2143_11154	0.093	2.28e-11	2.35e-11	1.61e-07	1.46e-07	1.94	0.59	1.06	0.04	0.92	0.1	5.38e-11	3.81e-07	3.64
RCS1303_07408	0.0	7.41e-12	1.02e-11	2.02e-07	2.53e-07	1.43	0.69	0.91	0.06	1.18	0.12	2.21e-11	6.04e-07	3.63
GZ587732578294038947	0.477	4.82e-11	2.77e-11	9.07e-08	6e-08	3.13	0.88	1.14	0.06	0.81	0.1	9.64e-11	1.81e-07	3.61
GZ587732770523054085	0.0	5.66e-11	3.32e-11	8.51e-08	5.47e-08	3.98	0.85	0.89	0.06	1.21	0.12	1.11e-10	1.68e-07	3.6
RCS2338_14784	0.0	4.82e-12	8.38e-12	1.53e-07	2.1e-07	1.37	0.84	0.99	0.09	0.91	0.11	1.68e-11	5.33e-07	3.6
GZ587744638565155000	0.0	2.53e-11	1.94e-11	1.79e-07	1.59e-07	1.94	0.46	0.91	0.05	1.22	0.09	5.55e-11	3.92e-07	3.6
GZ588017605755600962	0.48	3.73e-11	2.13e-11	4.96e-08	2.84e-08	5.0	0.02	1.43	0.11	0.73	0.11	7.45e-11	9.91e-08	3.6
RCS2143_11072	0.0	1.64e-11	2.32e-11	1.38e-07	1.44e-07	1.87	0.72	0.98	0.03	1.06	0.09	4.48e-11	3.79e-07	3.59
RCS1514_08201	0.0	5.78e-11	3.33e-11	1.24e-07	7.57e-08	2.87	0.58	0.78	0.04	1.44	0.1	1.14e-10	2.44e-07	3.59
GZ588017724397518988	0.0	1.58e-11	1.79e-11	1.68e-07	1.75e-07	1.77	0.6	0.83	0.05	1.43	0.06	3.98e-11	4.23e-07	3.58
RCS1645_10203	0.0	4.14e-11	2.38e-11	5.51e-08	3.18e-08	5.0	0.01	1.11	0.05	0.94	0.07	8.22e-11	1.09e-07	3.53
RCS2329_12937	0.0	2.87e-12	7.68e-12	3.19e-07	4.71e-07	0.83	2.07	0.91	0.04	1.14	0.1	9.87e-12	1.1e-06	3.52
RCS2143_11456	0.0	1.68e-11	2.32e-11	1.34e-07	1.34e-07	1.89	0.67	1.0	0.03	1.04	0.08	4.65e-11	3.7e-07	3.5
GZ587736545774796882	0.0	7.68e-12	1.23e-11	1.84e-07	2.24e-07	1.48	0.25	0.86	0.02	1.2	0.07	2.47e-11	5.91e-07	3.48
MRK19	0.0	3.86e-11	2.22e-11	5.14e-08	2.96e-08	5.0	0.01	1.1	0.03	0.81	0.05	7.71e-11	1.03e-07	3.48
GZ588017991763558646	0.0	2.39e-11	3.27e-11	1.17e-07	9.67e-08	2.12	0.75	0.74	0.06	1.44	0.11	6.02e-11	2.96e-07	3.47
GZ588017977813696599	0.0	2.5e-11	2.6e-11	9.07e-08	6.83e-08	2.31	0.68	1.15	0.12	1.0	0.11	5.91e-11	2.14e-07	3.46
RCS0357_05510	0.0	3.29e-11	2.43e-11	1.43e-07	1.11e-07	2.19	0.51	0.88	0.03	1.17	0.08	7.05e-11	3.06e-07	3.45
RCS0047_01384	0.0	4.78e-11	4.97e-10	6.51e-08	7.53e-07	4.74	11.81	1.1	0.03	0.89	0.04	9.58e-11	1.3e-07	3.45
UN587728917912354961	0.0	3.15e-11	1.84e-11	4.19e-08	2.46e-08	5.0	0.0	1.07	0.11	1.08	0.11	6.37e-11	8.48e-08	3.43
GZ587739294550392969	0.0	3.44e-11	2.29e-11	9.26e-08	6.59e-08	2.56	0.7	1.21	0.11	0.91	0.11	7.13e-11	1.92e-07	3.43
RCS2338_13291	0.0	5.01e-12	1.28e-11	1.29e-07	2.03e-07	1.45	1.26	1.13	0.07	0.8	0.09	1.77e-11	4.57e-07	3.42
UN587735663161442343	0.0	3.69e-11	2.18e-11	4.91e-08	2.9e-08	5.0	0.0	1.06	0.14	0.9	0.12	7.48e-11	9.95e-08	3.41
GT1237657587096289353	0.333	4.31e-11	2.74e-11	9.36e-08	6.28e-08	2.84	0.86	0.93	0.05	1.1	0.07	8.84e-11	1.92e-07	3.4
RCS1040_06270	0.0	3.14e-11	2.4e-11	4.18e-08	3.24e-08	5.0	0.2	1.07	0.1	0.85	0.09	6.42e-11	8.54e-08	3.4
GT1237658611440222364	0.0	2.27e-11	1.91e-11	8.74e-08	7.16e-08	2.27	0.62	1.12	0.13	0.89	0.12	5.18e-11	1.99e-07	3.39
RCS2143_11796	0.0	1.44e-11	3.03e-11	1.62e-07	2.36e-07	1.75	1.19	1.06	0.04	0.87	0.09	4.07e-11	4.57e-07	3.39
UN587735665033019414	0.137	3.3e-11	2.47e-10	4.39e-08	3.37e-07	5.0	2.32	1.24	0.01	0.89	0.01	6.7e-11	8.91e-08	3.39
RCS2338_13310	0.0	3.7e-12	4.85e-12	3.7e-07	4.49e-07	0.89	0.23	1.12	0.04	0.82	0.06	1.24e-11	1.24e-06	3.37
GZ587725590919184603	0.0	1.83e-11	1.37e-11	1.66e-07	1.46e-07	1.84	0.38	1.08	0.05	1.09	0.09	4.09e-11	3.69e-07	3.36
RCS0047_00198	0.0	2.43e-11	3.2e-11	1.63e-07	1.86e-07	1.97	0.93	1.09	0.07	0.91	0.1	5.56e-11	3.71e-07	3.35
UN587733399719575770	0.0	2.12e-11	2.26e-11	7.92e-08	6.15e-08	2.28	0.76	0.62	0.04	1.38	0.06	4.98e-11	1.86e-07	3.35
RCS0047_01192	0.138	4.53e-11	3.42e-11	6.03e-08	4.57e-08	5.0	0.02	1.06	0.07	0.93	0.1	9.19e-11	1.22e-07	3.34
UN588017625087803431	0.379	1.07e-11	1.35e-11	1.31e-07	1.41e-07	1.72	0.61	1.14	0.1	0.91	0.09	2.94e-11	3.61e-07	3.33
UN587728931344744615	0.443	3.59e-11	2.12e-11	4.77e-08	2.82e-08	5.0	0.04	1.02	0.08	0.96	0.09	7.25e-11	9.64e-08	3.33
UN588011219143229595	0.0	3.45e-11	2.17e-11	4.74e-08	3.23e-08	4.66	1.22	0.95	0.09	1.18	0.1	7e-11	9.6e-08	3.31
GZ588016879903506552	0.0	2.38e-11	2.32e-11	1.17e-07	1.03e-07	2.12	0.61	1.05	0.05	0.95	0.08	5.7e-11	2.8e-07	3.29
RCS2329_13218	0.0	5.62e-12	1.31e-11	1.4e-07	2.01e-07	1.46	1.1	0.97	0.05	0.87	0.1	1.96e-11	4.87e-07	3.28
GZ587742568397930517	0.422	2.52e-11	2.01e-11	1.2e-07	9.98e-08	2.13	0.51	1.03	0.05	1.15	0.07	5.66e-11	2.71e-07	3.27
UN588011219141984319	0.0	2.03e-11	1.6e-11	8.68e-08	7.4e-08	2.2	0.58	0.92	0.1	1.2	0.1	4.54e-11	1.94e-07	3.27
RCS2338_14849	0.0	3.22e-12	5.51e-12	1.6e-07	2.44e-07	1.2	0.96	0.98	0.08	0.9	0.1	1.2e-11	6e-07	3.27
GZ587733609627255097	0.0	4.14e-11	2.46e-11	7.18e-08	4.5e-08	3.36	0.8	0.52	0.05	1.49	0.06	8.37e-11	1.45e-07	3.26
UN587731522284028088	0.0	1.15e-11	1.33e-11	1.12e-07	1.21e-07	1.81	0.58	1.2	0.11	0.75	0.11	3.13e-11	3.05e-07	3.26
RCS0047_01097	0.0	2.19e-12	1.6e-11	3.17e-07	3.32e-06	0.66	2.39	0.97	0.01	1.05	0.01	8.17e-12	1.18e-06	3.25
GZ587736809916858476	0.0	2.12e-12	1.88e-11	3.05e-07	3.6e-06	0.66	2.16	1.01	0.01	1.0	0.01	6.51e-12	9.37e-07	3.25
UN587738950950977677	0.0	2.29e-11	1.66e-11	9.37e-08	7.85e-08	2.23	0.5	1.22	0.12	0.91	0.12	5.13e-11	2.1e-07	3.25
RCS0047_00305	0.0	2.03e-11	1.83e-11	1.1e-07	9.87e-08	2.07	0.54	1.0	0.07	1.04	0.1	4.87e-11	2.64e-07	3.24
GZ588010878220304450	0.0	4.91e-11	2.92e-11	7.26e-08	4.62e-08	4.09	1.46	0.85	0.04	1.44	0.06	9.94e-11	1.47e-07	3.23
GZ587742901794766941	0.455	4.03e-11	2.57e-11	9.97e-08	6.86e-08	2.66	0.54	0.81	0.05	1.3	0.09	8.47e-11	2.1e-07	3.21
GZ587724649255403683	0.0	3.99e-11	2.62e-11	1.12e-07	8.22e-08	2.52	0.59	0.73	0.05	1.53	0.08	8.41e-11	2.36e-07	3.21
GZ587725551202074700	0.0	3.88e-12	1.04e-11	4.53e-07	6.47e-07	0.8	2.24	1.12	0.03	0.83	0.05	1.09e-11	1.27e-06	3.21
GZ588017604160258102	0.0	6.16e-12	8.01e-12	1.73e-07	1.93e-07	1.42	0.2	0.56	0.04	1.35	0.04	1.81e-11	5.09e-07	3.19
GZ588017948275245217	0.0	3.84e-11	2.31e-11	5.1e-08	3.09e-08	5.0	0.01	1.47	0.12	0.69	0.12	7.86e-11	1.05e-07	3.19
RCS1514_07896	0.329	5.38e-11	3.3e-11	1.06e-07	6.82e-08	3.03	0.8	0.8	0.03	1.37	0.09	1.09e-10	2.15e-07	3.19
GZ587738067261980988	0.0	4.59e-11	3.1e-11	1.11e-07	8.2e-08	2.69	0.94	1.01	0.03	0.97	0.08	9.4e-11	2.28e-07	3.19
GZ588017110761275404	0.374	2.95e-11	1.84e-11	3.93e-08	2.46e-08	5.0	0.04	1.31	0.12	0.8	0.11	6.15e-11	8.18e-08	3.17
RCS2143_12055	0.0	1.03e-11	1.17e-11	1.7e-07	1.98e-07	1.61	0.57	1.03	0.03	0.92	0.09	2.9e-11	4.78e-07	3.14
GZ587741421096403430	0.0	5.92e-12	1.57e-11	1.28e-07	1.85e-07	1.51	1.23	0.93	0.06	1.15	0.1	2.1e-11	4.55e-07	3.14
GZ587739810484191286	0.493	3.68e-11	3.05e-10	4.89e-08	4.07e-07	5.0	0.04	0.58	0.02	1.41	0.03	7.6e-11	1.01e-07	3.12
UN587725469597434077	0.0	3.51e-11	2.16e-11	5.39e-08	3.82e-08	3.85	1.43	1.01	0.04	0.95	0.05	7.23e-11	1.11e-07	3.1
GZ587742061071630436	0.0	4.01e-11	2.47e-11	5.34e-08	3.29e-08	5.0	0.0	0.92	0.06	1.27	0.07	8.33e-11	1.11e-07	3.09
RCS0310_04478	0.0	7.07e-12	1.53e-11	2.2e-07	3.64e-07	1.38	1.21	0.98	0.04	0.95	0.08	2.15e-11	6.67e-07	3.08
MRK777	0.0	4.58e-11	2.79e-11	6.09e-08	3.72e-08	5.0	0.0	0.95	0.05	1.06	0.09	9.41e-11	1.25e-07	3.08
GZ587741603104293031	0.0	6.03e-11	3.72e-11	8.52e-08	5.9e-08	4.4	1.6	1.41	0.13	0.72	0.14	1.21e-10	1.72e-07	3.07
RCS2329_14676	0.073	4.87e-11	1.84e-10	6.8e-08	1.52e-07	4.51	13.88	0.9	0.01	0.96	0.02	1e-10	1.4e-07	3.05
GZ587742551751131271	0.0	3.97e-12	2.16e-11	2.47e-07	4.45e-07	1.11	2.9	0.62	0.03	1.63	0.07	1.33e-11	8.28e-07	3.05
RCS2338_14867	0.0	9.56e-12	9.49e-12	1.48e-07	1.76e-07	1.63	0.51	1.02	0.09	0.89	0.11	2.65e-11	4.11e-07	3.03
RCS2338_13974	0.0	4.24e-11	3e-11	5.64e-08	4.04e-08	5.0	0.14	1.14	0.06	0.77	0.09	8.86e-11	1.18e-07	3.03
RCS2143_10654	0.0	5.31e-11	3.25e-11	7.07e-08	4.33e-08	5.0	0.0	0.96	0.03	1.11	0.07	1.09e-10	1.45e-07	3.02
UN587735742615781689	0.0	3.61e-11	2.23e-11	4.8e-08	2.97e-08	5.0	0.0	0.85	0.04	1.15	0.06	7.49e-11	9.97e-08	3.02
UN587732135922761940	0.316	3.2e-11	1.99e-11	4.25e-08	2.66e-08	5.0	0.0	1.41	0.1	0.74	0.1	6.66e-11	8.87e-08	3.02
UN587741533330276449	0.0	3.67e-11	2.3e-11	7.19e-08	5.46e-08	3.04	1.05	0.98	0.11	1.14	0.11	7.67e-11	1.5e-07	3.01
UN587732482221342799	0.193	2.97e-11	1.88e-11	3.95e-08	2.5e-08	5.0	0.01	1.16	0.08	0.86	0.08	6.23e-11	8.29e-08	3.0
RCS0310_04300	0.0	3.93e-11	2.43e-11	5.22e-08	3.25e-08	5.0	0.0	0.98	0.03	0.89	0.06	8.18e-11	1.09e-07	3.0
GZ587736542565761236	0.0	5.75e-11	3.51e-11	7.65e-08	4.69e-08	5.0	0.01	0.92	0.02	0.85	0.1	1.18e-10	1.57e-07	3.0
GZ587739303146487925	0.0	3.39e-11	2.13e-11	5.88e-08	3.98e-08	3.36	0.89	1.05	0.13	0.99	0.13	7.13e-11	1.23e-07	2.97
RCS2143_10824	0.0	2.77e-12	2.03e-11	4.29e-07	4.31e-06	0.6	2.22	1.08	0.01	0.87	0.01	8.59e-12	1.33e-06	2.95
UN588017115058602060	0.23	2.98e-11	5.03e-11	8.15e-08	7.78e-08	2.55	0.89	0.71	0.04	1.22	0.05	6.39e-11	1.75e-07	2.95
RCS2338_13998	0.018	4.21e-11	2.65e-11	6.59e-08	4.4e-08	3.76	1.2	1.08	0.08	0.84	0.1	8.82e-11	1.38e-07	2.93
UN588016878831468654	0.109	3.6e-11	2.28e-11	4.79e-08	3.04e-08	5.0	0.01	1.06	0.05	0.96	0.07	7.59e-11	1.01e-07	2.9
UN587739158188130366	0.458	3.59e-11	2.33e-11	4.78e-08	3.13e-08	4.98	0.29	1.03	0.07	0.95	0.08	7.59e-11	1.01e-07	2.9
RCS0047_00670	0.336	4.25e-11	2.72e-11	7.35e-08	5.42e-08	3.37	1.18	1.09	0.07	0.9	0.1	8.95e-11	1.55e-07	2.89
RCS0357_04977	0.421	4.57e-11	2.98e-11	8.02e-08	5.26e-08	3.32	1.09	0.9	0.04	1.06	0.08	9.56e-11	1.68e-07	2.87
RCS2338_13760	0.0	2.4e-12	3.64e-12	1.54e-07	2.43e-07	1.1	0.92	1.18	0.05	0.69	0.09	9.39e-12	6.04e-07	2.86
GZ588017705069772903	0.0	4.3e-11	2.73e-11	5.72e-08	3.63e-08	5.0	0.01	0.98	0.06	1.3	0.08	9.05e-11	1.2e-07	2.85
RCS2143_10534	0.017	1.7e-11	1.91e-11	1.75e-07	1.57e-07	1.79	0.2	0.99	0.02	1.07	0.07	4.32e-11	4.45e-07	2.84
RCS0310_03744	0.0	4.34e-11	5.53e-10	6.01e-08	8.68e-07	4.58	15.6	1.02	0.02	0.82	0.03	9.13e-11	1.27e-07	2.83
RCS1645_10007	0.116	2.19e-11	2.2e-11	1.17e-07	1.15e-07	2.08	0.73	0.7	0.05	1.33	0.07	5e-11	2.67e-07	2.83
GZ588017110217130087	0.13	1.21e-11	1.56e-11	1.17e-07	1.3e-07	1.81	0.67	1.01	0.12	1.04	0.11	3.27e-11	3.17e-07	2.83
GZ587742552285970620	0.0	4.43e-11	2.82e-11	8.44e-08	5.79e-08	3.1	0.77	0.86	0.04	1.15	0.07	9.29e-11	1.77e-07	2.82
UN588017625076465776	0.0	3.35e-11	2.17e-11	4.45e-08	2.89e-08	5.0	0.0	1.11	0.12	0.99	0.11	7.1e-11	9.44e-08	2.81
GZ587732770524889173	0.0	4.76e-11	3.17e-11	1.03e-07	7.5e-08	2.85	0.91	0.74	0.06	1.48	0.11	1e-10	2.16e-07	2.81
RCS0047_00574	0.0	6.84e-12	1.34e-11	1.25e-07	1.7e-07	1.57	0.9	0.92	0.04	1.17	0.06	2.43e-11	4.45e-07	2.8
RCS2338_14951	0.0	2.34e-11	2.1e-11	1e-07	8.98e-08	2.2	0.55	0.9	0.08	1.0	0.1	5.75e-11	2.47e-07	2.8
UN587738615955783801	0.0	3.69e-11	2.44e-11	5.2e-08	3.71e-08	4.42	1.14	1.39	0.12	0.76	0.12	7.78e-11	1.1e-07	2.79
RCS1514_08448	0.0	1.09e-11	1.3e-11	1.66e-07	1.88e-07	1.64	0.51	0.83	0.04	1.28	0.1	3.21e-11	4.87e-07	2.79
UN587738615948771469	0.0	3.63e-11	2.33e-11	5.83e-08	4.05e-08	3.64	1.07	1.29	0.11	0.83	0.11	7.69e-11	1.24e-07	2.78
RCS0310_03794	0.0	4.36e-11	2.79e-11	5.8e-08	3.72e-08	5.0	0.0	0.99	0.03	0.92	0.05	9.22e-11	1.23e-07	2.78
RCS0357_05290	0.433	2.6e-11	2.39e-11	1.05e-07	9e-08	2.23	0.66	0.88	0.04	1.12	0.08	6.07e-11	2.46e-07	2.77
J033328.87+000156.13	0.0	3.34e-12	5.61e-12	1.53e-07	2.27e-07	1.24	0.87	0.9	0.02	1.05	0.06	1.29e-11	5.92e-07	2.76
UN587728676860592227	0.0	2.93e-11	2.05e-11	4e-08	3.08e-08	4.73	1.54	1.19	0.1	0.96	0.1	6.25e-11	8.52e-08	2.75
GZ587734303802720300	0.0	5.51e-12	8.92e-12	1.6e-07	2.23e-07	1.41	0.23	1.06	0.03	0.82	0.07	1.95e-11	5.66e-07	2.74
UN588017605767790759	0.0	4.57e-12	5.97e-12	2.61e-07	3.08e-07	1.15	0.18	0.88	0.06	1.09	0.05	1.43e-11	8.16e-07	2.74
J111536.96+010607.56	0.2	3.64e-11	2.53e-11	1.01e-07	8.04e-08	2.54	0.63	1.11	0.05	1.05	0.1	8.01e-11	2.21e-07	2.73
GZ588017729762099275	0.0	2.01e-12	1.85e-11	2.84e-07	3.54e-06	0.68	2.38	0.75	0.01	1.34	0.01	7.22e-12	1.02e-06	2.71
RCS0310_04518	0.0	3.63e-11	2.5e-11	9.27e-08	7.02e-08	2.62	0.61	1.0	0.03	0.88	0.06	7.95e-11	2.03e-07	2.69
GZ587741815700193532	0.397	4.47e-11	2.91e-11	6.86e-08	4.66e-08	3.86	1.19	0.88	0.05	1.31	0.09	9.52e-11	1.46e-07	2.68
UN587738947744038953	0.445	3.05e-11	2.04e-11	6.5e-08	5.08e-08	2.87	0.79	1.01	0.1	0.93	0.1	6.64e-11	1.42e-07	2.68
GT1237660240313385134	0.379	4.61e-11	4.83e-10	6.15e-08	6.97e-07	4.98	10.17	0.93	0.01	1.09	0.02	9.81e-11	1.31e-07	2.67
RCS1645_09663	0.0	1.24e-11	1.26e-11	1.16e-07	1.35e-07	1.82	0.59	0.62	0.05	1.43	0.06	3.22e-11	3e-07	2.66
UN587738615414980743	0.0	3.5e-11	2.34e-11	5.91e-08	4.22e-08	3.44	1.2	1.14	0.11	1.02	0.11	7.57e-11	1.28e-07	2.66
RCS0047_00026	0.0	2.06e-11	1.86e-11	1.13e-07	1.09e-07	2.06	0.53	1.1	0.06	0.91	0.09	5.13e-11	2.81e-07	2.63
GZ587732483289841826	0.422	2.78e-11	1.88e-11	3.7e-08	2.5e-08	5.0	0.0	1.3	0.11	0.81	0.1	6.05e-11	8.05e-08	2.62
UN587732482222981239	0.339	3.07e-11	2.04e-11	4.09e-08	2.71e-08	5.0	0.01	1.06	0.08	0.92	0.08	6.63e-11	8.82e-08	2.61
