                       name  dist_sep          flux      flux_err         eflux     eflux_err  index  index_err  gal_pref  gal_pref_err  iso_norm  iso_norm_err       flux_ul      eflux_ul     TS
660    GZ587736545774796882     0.000  7.680000e-12  1.230000e-11  1.840000e-07  2.240000e-07   1.48       0.25      0.86          0.02      1.20          0.07  2.470000e-11  5.910000e-07   3.48
661                   MRK19     0.000  3.860000e-11  2.220000e-11  5.140000e-08  2.960000e-08   5.00       0.01      1.10          0.03      0.81          0.05  7.710000e-11  1.030000e-07   3.48
662    GZ588017991763558646     0.000  2.390000e-11  3.270000e-11  1.170000e-07  9.670000e-08   2.12       0.75      0.74          0.06      1.44          0.11  6.020000e-11  2.960000e-07   3.47
663    GZ588017977813696599     0.000  2.500000e-11  2.600000e-11  9.070000e-08  6.830000e-08   2.31       0.68      1.15          0.12      1.00          0.11  5.910000e-11  2.140000e-07   3.46
664           RCS0357_05510     0.000  3.290000e-11  2.430000e-11  1.430000e-07  1.110000e-07   2.19       0.51      0.88          0.03      1.17          0.08  7.050000e-11  3.060000e-07   3.45
665           RCS0047_01384     0.000  4.780000e-11  4.970000e-10  6.510000e-08  7.530000e-07   4.74      11.81      1.10          0.03      0.89          0.04  9.580000e-11  1.300000e-07   3.45
666    UN587728917912354961     0.000  3.150000e-11  1.840000e-11  4.190000e-08  2.460000e-08   5.00       0.00      1.07          0.11      1.08          0.11  6.370000e-11  8.480000e-08   3.43
667    GZ587739294550392969     0.000  3.440000e-11  2.290000e-11  9.260000e-08  6.590000e-08   2.56       0.70      1.21          0.11      0.91          0.11  7.130000e-11  1.920000e-07   3.43
668           RCS2338_13291     0.000  5.010000e-12  1.280000e-11  1.290000e-07  2.030000e-07   1.45       1.26      1.13          0.07      0.80          0.09  1.770000e-11  4.570000e-07   3.42
669    UN587735663161442343     0.000  3.690000e-11  2.180000e-11  4.910000e-08  2.900000e-08   5.00       0.00      1.06          0.14      0.90          0.12  7.480000e-11  9.950000e-08   3.41
670   GT1237657587096289353     0.333  4.310000e-11  2.740000e-11  9.360000e-08  6.280000e-08   2.84       0.86      0.93          0.05      1.10          0.07  8.840000e-11  1.920000e-07   3.40
671           RCS1040_06270     0.000  3.140000e-11  2.400000e-11  4.180000e-08  3.240000e-08   5.00       0.20      1.07          0.10      0.85          0.09  6.420000e-11  8.540000e-08   3.40
672   GT1237658611440222364     0.000  2.270000e-11  1.910000e-11  8.740000e-08  7.160000e-08   2.27       0.62      1.12          0.13      0.89          0.12  5.180000e-11  1.990000e-07   3.39
673           RCS2143_11796     0.000  1.440000e-11  3.030000e-11  1.620000e-07  2.360000e-07   1.75       1.19      1.06          0.04      0.87          0.09  4.070000e-11  4.570000e-07   3.39
674    UN587735665033019414     0.137  3.300000e-11  2.470000e-10  4.390000e-08  3.370000e-07   5.00       2.32      1.24          0.01      0.89          0.01  6.700000e-11  8.910000e-08   3.39
675           RCS2338_13310     0.000  3.700000e-12  4.850000e-12  3.700000e-07  4.490000e-07   0.89       0.23      1.12          0.04      0.82          0.06  1.240000e-11  1.240000e-06   3.37
676    GZ587725590919184603     0.000  1.830000e-11  1.370000e-11  1.660000e-07  1.460000e-07   1.84       0.38      1.08          0.05      1.09          0.09  4.090000e-11  3.690000e-07   3.36
677           RCS0047_00198     0.000  2.430000e-11  3.200000e-11  1.630000e-07  1.860000e-07   1.97       0.93      1.09          0.07      0.91          0.10  5.560000e-11  3.710000e-07   3.35
678    UN587733399719575770     0.000  2.120000e-11  2.260000e-11  7.920000e-08  6.150000e-08   2.28       0.76      0.62          0.04      1.38          0.06  4.980000e-11  1.860000e-07   3.35
679           RCS0047_01192     0.138  4.530000e-11  3.420000e-11  6.030000e-08  4.570000e-08   5.00       0.02      1.06          0.07      0.93          0.10  9.190000e-11  1.220000e-07   3.34
680    UN588017625087803431     0.379  1.070000e-11  1.350000e-11  1.310000e-07  1.410000e-07   1.72       0.61      1.14          0.10      0.91          0.09  2.940000e-11  3.610000e-07   3.33
681    UN587728931344744615     0.443  3.590000e-11  2.120000e-11  4.770000e-08  2.820000e-08   5.00       0.04      1.02          0.08      0.96          0.09  7.250000e-11  9.640000e-08   3.33
682    UN588011219143229595     0.000  3.450000e-11  2.170000e-11  4.740000e-08  3.230000e-08   4.66       1.22      0.95          0.09      1.18          0.10  7.000000e-11  9.600000e-08   3.31
683    GZ588016879903506552     0.000  2.380000e-11  2.320000e-11  1.170000e-07  1.030000e-07   2.12       0.61      1.05          0.05      0.95          0.08  5.700000e-11  2.800000e-07   3.29
684           RCS2329_13218     0.000  5.620000e-12  1.310000e-11  1.400000e-07  2.010000e-07   1.46       1.10      0.97          0.05      0.87          0.10  1.960000e-11  4.870000e-07   3.28
685    GZ587742568397930517     0.422  2.520000e-11  2.010000e-11  1.200000e-07  9.980000e-08   2.13       0.51      1.03          0.05      1.15          0.07  5.660000e-11  2.710000e-07   3.27
686    UN588011219141984319     0.000  2.030000e-11  1.600000e-11  8.680000e-08  7.400000e-08   2.20       0.58      0.92          0.10      1.20          0.10  4.540000e-11  1.940000e-07   3.27
687           RCS2338_14849     0.000  3.220000e-12  5.510000e-12  1.600000e-07  2.440000e-07   1.20       0.96      0.98          0.08      0.90          0.10  1.200000e-11  6.000000e-07   3.27
688    GZ587733609627255097     0.000  4.140000e-11  2.460000e-11  7.180000e-08  4.500000e-08   3.36       0.80      0.52          0.05      1.49          0.06  8.370000e-11  1.450000e-07   3.26
689    UN587731522284028088     0.000  1.150000e-11  1.330000e-11  1.120000e-07  1.210000e-07   1.81       0.58      1.20          0.11      0.75          0.11  3.130000e-11  3.050000e-07   3.26
690           RCS0047_01097     0.000  2.190000e-12  1.600000e-11  3.170000e-07  3.320000e-06   0.66       2.39      0.97          0.01      1.05          0.01  8.170000e-12  1.180000e-06   3.25
691    GZ587736809916858476     0.000  2.120000e-12  1.880000e-11  3.050000e-07  3.600000e-06   0.66       2.16      1.01          0.01      1.00          0.01  6.510000e-12  9.370000e-07   3.25
692    UN587738950950977677     0.000  2.290000e-11  1.660000e-11  9.370000e-08  7.850000e-08   2.23       0.50      1.22          0.12      0.91          0.12  5.130000e-11  2.100000e-07   3.25
693           RCS0047_00305     0.000  2.030000e-11  1.830000e-11  1.100000e-07  9.870000e-08   2.07       0.54      1.00          0.07      1.04          0.10  4.870000e-11  2.640000e-07   3.24
694    GZ588010878220304450     0.000  4.910000e-11  2.920000e-11  7.260000e-08  4.620000e-08   4.09       1.46      0.85          0.04      1.44          0.06  9.940000e-11  1.470000e-07   3.23
695    GZ587742901794766941     0.455  4.030000e-11  2.570000e-11  9.970000e-08  6.860000e-08   2.66       0.54      0.81          0.05      1.30          0.09  8.470000e-11  2.100000e-07   3.21
696    GZ587724649255403683     0.000  3.990000e-11  2.620000e-11  1.120000e-07  8.220000e-08   2.52       0.59      0.73          0.05      1.53          0.08  8.410000e-11  2.360000e-07   3.21
697    GZ587725551202074700     0.000  3.880000e-12  1.040000e-11  4.530000e-07  6.470000e-07   0.80       2.24      1.12          0.03      0.83          0.05  1.090000e-11  1.270000e-06   3.21
698    GZ588017604160258102     0.000  6.160000e-12  8.010000e-12  1.730000e-07  1.930000e-07   1.42       0.20      0.56          0.04      1.35          0.04  1.810000e-11  5.090000e-07   3.19
699    GZ588017948275245217     0.000  3.840000e-11  2.310000e-11  5.100000e-08  3.090000e-08   5.00       0.01      1.47          0.12      0.69          0.12  7.860000e-11  1.050000e-07   3.19
700           RCS1514_07896     0.329  5.380000e-11  3.300000e-11  1.060000e-07  6.820000e-08   3.03       0.80      0.80          0.03      1.37          0.09  1.090000e-10  2.150000e-07   3.19
701    GZ587738067261980988     0.000  4.590000e-11  3.100000e-11  1.110000e-07  8.200000e-08   2.69       0.94      1.01          0.03      0.97          0.08  9.400000e-11  2.280000e-07   3.19
702    GZ588017110761275404     0.374  2.950000e-11  1.840000e-11  3.930000e-08  2.460000e-08   5.00       0.04      1.31          0.12      0.80          0.11  6.150000e-11  8.180000e-08   3.17
703           RCS2143_12055     0.000  1.030000e-11  1.170000e-11  1.700000e-07  1.980000e-07   1.61       0.57      1.03          0.03      0.92          0.09  2.900000e-11  4.780000e-07   3.14
704    GZ587741421096403430     0.000  5.920000e-12  1.570000e-11  1.280000e-07  1.850000e-07   1.51       1.23      0.93          0.06      1.15          0.10  2.100000e-11  4.550000e-07   3.14
705    GZ587739810484191286     0.493  3.680000e-11  3.050000e-10  4.890000e-08  4.070000e-07   5.00       0.04      0.58          0.02      1.41          0.03  7.600000e-11  1.010000e-07   3.12
706    UN587725469597434077     0.000  3.510000e-11  2.160000e-11  5.390000e-08  3.820000e-08   3.85       1.43      1.01          0.04      0.95          0.05  7.230000e-11  1.110000e-07   3.10
707    GZ587742061071630436     0.000  4.010000e-11  2.470000e-11  5.340000e-08  3.290000e-08   5.00       0.00      0.92          0.06      1.27          0.07  8.330000e-11  1.110000e-07   3.09
708           RCS0310_04478     0.000  7.070000e-12  1.530000e-11  2.200000e-07  3.640000e-07   1.38       1.21      0.98          0.04      0.95          0.08  2.150000e-11  6.670000e-07   3.08
709                  MRK777     0.000  4.580000e-11  2.790000e-11  6.090000e-08  3.720000e-08   5.00       0.00      0.95          0.05      1.06          0.09  9.410000e-11  1.250000e-07   3.08
710    GZ587741603104293031     0.000  6.030000e-11  3.720000e-11  8.520000e-08  5.900000e-08   4.40       1.60      1.41          0.13      0.72          0.14  1.210000e-10  1.720000e-07   3.07
711           RCS2329_14676     0.073  4.870000e-11  1.840000e-10  6.800000e-08  1.520000e-07   4.51      13.88      0.90          0.01      0.96          0.02  1.000000e-10  1.400000e-07   3.05
712    GZ587742551751131271     0.000  3.970000e-12  2.160000e-11  2.470000e-07  4.450000e-07   1.11       2.90      0.62          0.03      1.63          0.07  1.330000e-11  8.280000e-07   3.05
713           RCS2338_14867     0.000  9.560000e-12  9.490000e-12  1.480000e-07  1.760000e-07   1.63       0.51      1.02          0.09      0.89          0.11  2.650000e-11  4.110000e-07   3.03
714           RCS2338_13974     0.000  4.240000e-11  3.000000e-11  5.640000e-08  4.040000e-08   5.00       0.14      1.14          0.06      0.77          0.09  8.860000e-11  1.180000e-07   3.03
715           RCS2143_10654     0.000  5.310000e-11  3.250000e-11  7.070000e-08  4.330000e-08   5.00       0.00      0.96          0.03      1.11          0.07  1.090000e-10  1.450000e-07   3.02
716    UN587735742615781689     0.000  3.610000e-11  2.230000e-11  4.800000e-08  2.970000e-08   5.00       0.00      0.85          0.04      1.15          0.06  7.490000e-11  9.970000e-08   3.02
717    UN587732135922761940     0.316  3.200000e-11  1.990000e-11  4.250000e-08  2.660000e-08   5.00       0.00      1.41          0.10      0.74          0.10  6.660000e-11  8.870000e-08   3.02
718    UN587741533330276449     0.000  3.670000e-11  2.300000e-11  7.190000e-08  5.460000e-08   3.04       1.05      0.98          0.11      1.14          0.11  7.670000e-11  1.500000e-07   3.01
719    UN587732482221342799     0.193  2.970000e-11  1.880000e-11  3.950000e-08  2.500000e-08   5.00       0.01      1.16          0.08      0.86          0.08  6.230000e-11  8.290000e-08   3.00
720           RCS0310_04300     0.000  3.930000e-11  2.430000e-11  5.220000e-08  3.250000e-08   5.00       0.00      0.98          0.03      0.89          0.06  8.180000e-11  1.090000e-07   3.00
721    GZ587736542565761236     0.000  5.750000e-11  3.510000e-11  7.650000e-08  4.690000e-08   5.00       0.01      0.92          0.02      0.85          0.10  1.180000e-10  1.570000e-07   3.00
722    GZ587739303146487925     0.000  3.390000e-11  2.130000e-11  5.880000e-08  3.980000e-08   3.36       0.89      1.05          0.13      0.99          0.13  7.130000e-11  1.230000e-07   2.97
723           RCS2143_10824     0.000  2.770000e-12  2.030000e-11  4.290000e-07  4.310000e-06   0.60       2.22      1.08          0.01      0.87          0.01  8.590000e-12  1.330000e-06   2.95
724    UN588017115058602060     0.230  2.980000e-11  5.030000e-11  8.150000e-08  7.780000e-08   2.55       0.89      0.71          0.04      1.22          0.05  6.390000e-11  1.750000e-07   2.95
725           RCS2338_13998     0.018  4.210000e-11  2.650000e-11  6.590000e-08  4.400000e-08   3.76       1.20      1.08          0.08      0.84          0.10  8.820000e-11  1.380000e-07   2.93
726    UN588016878831468654     0.109  3.600000e-11  2.280000e-11  4.790000e-08  3.040000e-08   5.00       0.01      1.06          0.05      0.96          0.07  7.590000e-11  1.010000e-07   2.90
727    UN587739158188130366     0.458  3.590000e-11  2.330000e-11  4.780000e-08  3.130000e-08   4.98       0.29      1.03          0.07      0.95          0.08  7.590000e-11  1.010000e-07   2.90
728           RCS0047_00670     0.336  4.250000e-11  2.720000e-11  7.350000e-08  5.420000e-08   3.37       1.18      1.09          0.07      0.90          0.10  8.950000e-11  1.550000e-07   2.89
729           RCS0357_04977     0.421  4.570000e-11  2.980000e-11  8.020000e-08  5.260000e-08   3.32       1.09      0.90          0.04      1.06          0.08  9.560000e-11  1.680000e-07   2.87
730           RCS2338_13760     0.000  2.400000e-12  3.640000e-12  1.540000e-07  2.430000e-07   1.10       0.92      1.18          0.05      0.69          0.09  9.390000e-12  6.040000e-07   2.86
731    GZ588017705069772903     0.000  4.300000e-11  2.730000e-11  5.720000e-08  3.630000e-08   5.00       0.01      0.98          0.06      1.30          0.08  9.050000e-11  1.200000e-07   2.85
732           RCS2143_10534     0.017  1.700000e-11  1.910000e-11  1.750000e-07  1.570000e-07   1.79       0.20      0.99          0.02      1.07          0.07  4.320000e-11  4.450000e-07   2.84
733           RCS0310_03744     0.000  4.340000e-11  5.530000e-10  6.010000e-08  8.680000e-07   4.58      15.60      1.02          0.02      0.82          0.03  9.130000e-11  1.270000e-07   2.83
734           RCS1645_10007     0.116  2.190000e-11  2.200000e-11  1.170000e-07  1.150000e-07   2.08       0.73      0.70          0.05      1.33          0.07  5.000000e-11  2.670000e-07   2.83
735    GZ588017110217130087     0.130  1.210000e-11  1.560000e-11  1.170000e-07  1.300000e-07   1.81       0.67      1.01          0.12      1.04          0.11  3.270000e-11  3.170000e-07   2.83
736    GZ587742552285970620     0.000  4.430000e-11  2.820000e-11  8.440000e-08  5.790000e-08   3.10       0.77      0.86          0.04      1.15          0.07  9.290000e-11  1.770000e-07   2.82
737    UN588017625076465776     0.000  3.350000e-11  2.170000e-11  4.450000e-08  2.890000e-08   5.00       0.00      1.11          0.12      0.99          0.11  7.100000e-11  9.440000e-08   2.81
738    GZ587732770524889173     0.000  4.760000e-11  3.170000e-11  1.030000e-07  7.500000e-08   2.85       0.91      0.74          0.06      1.48          0.11  1.000000e-10  2.160000e-07   2.81
